2026-08-23 14:53:49.074 -04:00 [INF] dev env
2026-08-23 14:53:55.035 -04:00 [INF] Starting role seeding...
2026-08-23 14:53:55.103 -04:00 [INF] Role Admin already exists
2026-08-23 14:53:55.111 -04:00 [INF] Role Moderator already exists
2026-08-23 14:53:55.113 -04:00 [INF] Role seeding completed.
2026-08-23 14:53:55.117 -04:00 [INF] Checking for admin user: admin@frenzyzone.com
2026-08-23 14:53:55.461 -04:00 [INF] Admin user already exists: admin@frenzyzone.com
2026-08-23 14:53:55.591 -04:00 [INF] Test users already exist. Skipping test user seeding.
2026-08-23 14:53:55.601 -04:00 [INF] Likes and messages already exist. Skipping.
2026-08-23 14:53:55.709 -04:00 [INF] Subscription Status Updater Service is starting.
2026-08-23 14:53:55.936 -04:00 [WRN] Overriding address(es) 'http://localhost:9001'. Binding to endpoints defined via IConfiguration and/or UseKestrel() instead.
2026-08-23 14:53:57.123 -04:00 [WRN] Failed to determine the https port for redirect.
2026-08-23 14:53:57.946 -04:00 [WRN] Compiling a query which loads related collections for more than one collection navigation, either via 'Include' or through projection, but no 'QuerySplittingBehavior' has been configured. By default, Entity Framework will use 'QuerySplittingBehavior.SingleQuery', which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'.
2026-08-23 14:53:59.696 -04:00 [INF] HTTP GET /css/styles2.min.css responded 304 in 49.2168 ms
2026-08-23 14:53:59.696 -04:00 [INF] HTTP GET /lib/font-awesome/css/font-awesome.min.css responded 304 in 53.2422 ms
2026-08-23 14:53:59.696 -04:00 [INF] HTTP GET /MvcApp.Web.styles.css responded 304 in 47.8131 ms
2026-08-23 14:53:59.698 -04:00 [INF] HTTP GET /css/site.css responded 200 in 64.3721 ms
2026-08-23 14:53:59.712 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 73.2582 ms
2026-08-23 14:53:59.713 -04:00 [INF] HTTP GET /css/templates/dating.css responded 304 in 0.2693 ms
2026-08-23 14:53:59.717 -04:00 [INF] HTTP GET /_content/MvcApp.Module.Chat/MvcApp.Module.Chat.fwed7x91nk.bundle.scp.css responded 304 in 0.2446 ms
2026-08-23 14:53:59.721 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 9.5237 ms
2026-08-23 14:53:59.727 -04:00 [INF] HTTP GET /css/layout-override.css responded 200 in 19.6155 ms
2026-08-23 14:53:59.729 -04:00 [INF] HTTP GET /_content/MvcApp.Module.Forum/MvcApp.Module.Forum.zscjpwphtj.bundle.scp.css responded 304 in 0.3480 ms
2026-08-23 14:53:59.733 -04:00 [INF] HTTP GET / responded 200 in 2621.2957 ms
2026-08-23 14:53:59.736 -04:00 [INF] HTTP GET /_content/MvcApp.Module.Ads/js/ads-rotate.js responded 304 in 0.2157 ms
2026-08-23 14:53:59.737 -04:00 [INF] HTTP GET /lib/jquery/jquery.min.js responded 304 in 0.2375 ms
2026-08-23 14:53:59.738 -04:00 [INF] HTTP GET /js/site.js responded 304 in 0.3014 ms
2026-08-23 14:53:59.743 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 10.8742 ms
2026-08-23 14:53:59.749 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 6.5056 ms
2026-08-23 14:53:59.863 -04:00 [INF] HTTP GET /lib/font-awesome/fonts/fontawesome-webfont.woff2 responded 304 in 0.5060 ms
2026-08-23 14:54:06.084 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 154.6118 ms
2026-08-23 14:54:07.093 -04:00 [INF] HTTP GET /images/ads/content-bottom/fattvset-v2-970x250.png responded 304 in 0.8043 ms
2026-08-23 14:54:11.969 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 41.0562 ms
2026-08-23 14:54:17.969 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 31.7496 ms
2026-08-23 14:54:18.677 -04:00 [INF] HTTP GET /images/ads/content-bottom/fattvset-970x250.png responded 304 in 0.5021 ms
2026-08-23 14:54:20.943 -04:00 [INF] HTTP GET / responded 200 in 215.0959 ms
2026-08-23 14:54:20.963 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 4.2213 ms
2026-08-23 14:54:20.965 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 5.5205 ms
2026-08-23 14:54:20.991 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 32.6858 ms
2026-08-23 14:54:27.045 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 24.8946 ms
2026-08-23 14:54:33.023 -04:00 [INF] HTTP GET /images/ads/content-bottom/xxxciety-970x250.png responded 304 in 0.5961 ms
2026-08-23 14:54:33.044 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 23.0740 ms
2026-08-23 14:54:39.037 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 21.3078 ms
2026-08-23 14:54:45.041 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 24.8539 ms
2026-08-23 14:54:51.043 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 27.9935 ms
2026-08-23 14:54:57.046 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 22.8632 ms
2026-08-23 14:54:59.993 -04:00 [INF] AuthenticationScheme: Identity.External signed out.
2026-08-23 14:55:00.229 -04:00 [INF] HTTP GET /Account/Login responded 200 in 311.8930 ms
2026-08-23 14:55:00.247 -04:00 [INF] HTTP GET /lib/jquery-validation/jquery.validate.min.js responded 304 in 0.5763 ms
2026-08-23 14:55:00.249 -04:00 [INF] HTTP GET /lib/jquery-validation-unobtrusive/jquery.validate.unobtrusive.min.js responded 304 in 2.1082 ms
2026-08-23 14:55:00.253 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 8.4774 ms
2026-08-23 14:55:00.253 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 7.6503 ms
2026-08-23 14:55:02.339 -04:00 [INF] AuthenticationScheme: Identity.Application signed in.
2026-08-23 14:55:02.343 -04:00 [INF] User admin logged in.
2026-08-23 14:55:02.351 -04:00 [INF] HTTP POST /Account/Login responded 302 in 393.9773 ms
